,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_R1,0_Cornell_Pos_S-04_LMT_PS_PMM_R1,0_Cornell_Pos_S-08_LMT_PS_PMM_R1,0_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-21_LMT_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-28_LMT_PS_PMM_R1,0_Cornell_Pos_S-31_LMT_PS_PMM_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
29512,29512,15.101,759.22333,Unknown,[M+4H]4+,,0.303,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.69,Cornell_Pos_S-03,759.22333:301558 760.22668:2348339 761.23004:167466,,747.35278_@_16.162,4.772700428,4.769761596,4.556850575,4.193841327,3.505984378,4.635632329,3.965154215,4.797846109,4.229060994,4.630391167,4.658528714,4.491948826,4.142385537,3.338827279,4.922830464,4.353433462,5.177148012,4.390174415,4.3284895,4.531658661,4.225578063,4.855057293,4.634956599,4.966629358,4.633584415,4.449998123,4.522114916,4.577588064,4.269162083,5.015203385,4.129327526,5.07001837,3.991552352,4.746500152,4.592004234,4.464154429,4.232368398,4.56837864,5.05633297,4.905078641,0.265436168,4.334922391,0.325798782,0.040214045,0.124954649,0.100741659,650,0.000949654,-0.039264391,0
33244,33244,2.102,945.68378,Unknown,[M+H]+,,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.63,Cornell_Pos_S-41,945.68378:597189 946.68713:0 947.69049:0,,915.0517_@_2.043,2.455097093,2.78258348,5.295503043,5.139674316,4.11091056,4.569469887,2.655656367,3.483310383,3.510877127,3.111261511,2.537816261,3.22218153,4.755109006,4.601779534,5.109762668,5.007098106,5.177537749,5.167578159,5.551085317,3.784371721,3.515896791,3.88077632,3.606902841,5.111978086,4.265411318,3.273329826,3.289794024,2.427574325,4.400913687,4.817443286,3.536770503,3.120904188,5.257930505,5.543909044,4.348295704,4.435586942,4.940260485,3.785784683,4.993231498,5.46562168,0.646726675,3.73080215,0.325752274,0.040244205,0.304496606,0.245493012,651,0.000951115,-0.039293091,0
10131,10131,10.465,338.24161,Unknown,[M+H]+,adduct linked to 11081_[M+NH4]+,0.247,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.35,Cornell_Pos_S-42,338.24161:3830797 339.24496:508209 340.24832:0,,331.23828_@_10.741,3.432790154,3.751039516,3.406661841,3.397675917,4.130138359,3.668542152,3.14861464,3.405069255,2.765109927,3.295504632,3.390996575,3.185495615,4.230618871,3.488852116,3.883119658,4.556999008,4.471797006,3.569900687,4.091198022,3.42473449,3.784289849,3.606983761,4.136057557,4.816083311,3.973859783,3.672625047,3.562517778,3.496884798,3.682710937,3.867586278,3.770920062,3.718398602,3.494460201,2.753507631,3.62870296,3.550912905,4.28792894,3.209664894,3.576852345,3.4660647,0.292972,3.478364969,0.325646603,0.040312802,0.137989303,0.111250533,652,0.000952576,-0.039360226,0
3496,3496,1.617,192.07784,w/o MS2:Carbendazim,[M+H]+,adduct linked to 4179_[M+NH4]+,0.483,FALSE,1.262,192.0768,C9H9N3O2,2-benzimidazolylcarbamic acid esters,TWFZGCMQGLPBSX-UHFFFAOYSA-N,COC(=O)NC1=NC2=CC=CC=C2N1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,94.6,100,,,,40.43,Cornell_Pos_S-35_R,192.07784:5929860 193.08119:0 194.08455:692876,,183.30876_@_12.278,3.607022253,3.265053796,3.225371948,3.277233437,3.72458025,3.141967453,3.300065982,3.542777012,2.985676705,3.732443089,3.593848004,3.544589999,3.785397679,3.835811137,3.385664047,2.883364795,3.094098384,3.556348549,2.995059801,3.276419551,3.683751728,3.464177671,3.640007434,2.990876388,2.94959503,3.389343433,3.03061027,3.431819214,3.648439483,2.739066552,3.003061288,2.910966145,3.366899391,3.692059474,3.556197701,3.435877726,3.547228718,2.660147325,3.097097394,3.361670135,-0.207554782,3.468702767,-0.325641958,0.04031582,0.097759502,0.07881623,653,0.000954037,-0.039361783,0
15016,15016,18.89,429.34949,w/o MS2:But-3-enylglucosinolate,[M+H]+,ion correlated with 10036,0.056,FALSE,,429.35001,C11H19NO9S2,Alkylglucosinolates,PLYQBXHVYUJNQB-BZVDQRPCSA-N,C=CCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.6,,,,,17.16,Cornell_Pos_S-25,429.34949:8444356 430.35284:2213114 431.3562:279543,,423.03555_@_1.776,4.812037537,5.12131995,5.736999102,5.296758837,4.71723766,4.918347866,5.904423671,5.474521105,4.761339207,5.15796927,5.62988362,5.417654854,5.38628237,4.772343332,5.43579263,5.519131603,5.34499856,5.543888233,4.880257305,5.803803028,5.074382069,5.863365315,4.970058182,4.998424,6.272113872,4.485650735,6.00576727,6.020728183,6.245048592,5.773788052,5.713588989,5.022712713,5.028072855,5.395870212,6.230119637,6.394952307,5.031781782,5.657798371,6.082474233,5.61427395,0.33224923,5.221937027,0.325594621,0.040346582,0.156516757,0.126187844,654,0.000955498,-0.039391084,0
3080,3080,10.908,182.26926,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.56,Cornell_Pos_S-09_R,182.26926:97759 183.27261:0 184.27597:0,,174.09145_@_11.974,5.339363652,5.587148739,5.586756699,5.598789833,5.93384321,5.83215569,5.3151063,5.114285475,5.40178585,5.387236184,5.407452435,5.56603536,5.71527402,5.537717949,5.738700633,5.552448972,5.36841328,5.385023461,5.205144729,5.182819807,5.433997619,5.057645763,5.170675199,5.015748694,5.450667975,5.388373852,5.309564359,5.223379347,5.235027477,5.447168404,5.454274932,5.432680825,5.795270317,5.531672589,5.271493601,5.397377772,5.651557466,5.394112313,5.295237312,5.564798428,-0.140249683,5.523067957,-0.325531647,0.040387535,0.066083451,0.053278181,655,0.000956959,-0.039430576,0
33721,33721,2.042,987.27655,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.24,Cornell_Pos_S-25,987.27655:1165492 988.2799:489596 989.28326:0,,954.32996_@_1.787,3.004444948,3.707879503,3.755608659,3.896643746,2.331152026,2.129347241,3.406821381,4.014964238,3.663989441,4.403432621,3.571593082,2.619289645,3.733867111,4.521078925,3.627628595,3.59908901,3.440520499,3.500135717,4.595822974,3.705588231,2.343111356,4.432964049,4.617509046,3.979531624,4.741678975,4.275928051,4.296979026,2.715517381,5.20239303,3.481075081,3.510917794,3.455461448,4.774165553,4.64746412,3.056784873,3.875929249,4.523171206,4.217414924,4.157869635,4.557273292,0.491439614,3.482865183,0.325515559,0.040398002,0.231571438,0.186698862,656,0.00095842,-0.039439583,0
614,614,9.832,119.08543,Unknown,[M+H]+,,0.393,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.59,Cornell_Pos_S-03,119.08543:3087774 120.08878:1623027 121.09214:0,,109.75703_@_11.745,3.761228427,3.451145713,3.050417109,4.657992195,3.927923741,3.272958462,4.3267583,4.317488366,3.81795321,3.598512745,3.459145953,3.848789667,4.523783927,3.044841726,3.535534635,3.616373091,3.473175921,3.719250408,3.662013047,3.22912633,3.234501175,3.711783696,3.210149346,3.609012733,2.798193689,3.375254594,4.19008924,3.630717651,3.865493793,3.812676128,3.284383928,4.213776027,3.752338573,3.785641657,3.257981176,2.991252962,3.119654626,3.226801999,3.146406135,3.531788126,-0.290563842,3.789924253,-0.325480545,0.040420792,0.136933168,0.110399049,657,0.000959881,-0.039460911,0
32880,32880,1.898,915.3197,Unknown,[M+2H]2+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,26.31,Cornell_Pos_S-42_R,915.3197:817942 916.32305:0 917.32641:0,,890.94788_@_10.593,3.617947159,3.059573728,1.581317875,3.238281347,3.810306395,3.706972528,3.01979858,3.250621784,2.625597873,2.660558377,2.924059307,3.767968336,3.99733777,3.539865768,3.697425579,3.440026235,3.846723324,3.624248847,3.539637646,3.531063919,3.781033226,3.564395524,3.78587339,2.883481151,2.827103028,3.631647849,2.901069985,3.194395931,3.490078835,3.690002883,3.650455626,3.597758726,3.233119894,3.604378286,3.491616961,3.287119814,4.033885455,3.544706218,3.645289359,3.804443033,0.312330639,3.200014773,0.325474325,0.040424842,0.147194288,0.118671829,658,0.000961342,-0.0394635,0
15073,15073,10.819,430.36755,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.78,Cornell_Pos_Blank1,430.36755:31736 431.3709:0 432.37426:0,,424.21838_@_11.843,5.532744367,4.902352087,5.868429479,4.662098541,5.366954307,4.734501791,5.964640127,5.805005404,4.98840385,5.112090793,5.703233939,4.588545336,5.612415036,5.644642577,4.62212118,4.529887124,4.560568621,5.271016975,4.758406942,4.867353211,6.505201845,5.026526788,4.76565962,4.963505815,5.544765397,4.079689919,4.988913505,4.469998321,5.146521145,4.515307706,5.848279125,4.833460041,4.375746097,3.873042104,5.835196051,4.335238195,5.636421685,4.967720832,4.654311249,5.220616344,-0.389837464,5.320432688,-0.325366596,0.040495031,0.18378952,0.148175848,659,0.000962803,-0.039532229,0
18359,18359,7.089,495.26834,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.21,Cornell_Pos_S-36,495.26834:489889 496.27169:73396 497.27505:0,,488.04092_@_11.035,2.982810447,2.61567374,3.438266657,3.702802705,3.162118693,3.351005184,3.622236499,3.616837365,3.086976615,3.749770667,3.378436394,3.371738716,3.522207089,2.908462619,3.487041217,2.891132547,3.924057491,3.53419133,3.569123822,3.930775266,4.11300724,3.498973174,3.30884689,3.373880203,3.571844,3.594555194,3.646126206,3.656459575,3.014431267,3.715922467,3.170303778,3.573257589,3.638679435,3.885805711,3.725586819,3.457842946,3.474353274,3.279758755,3.399828578,3.353736025,0.208270228,3.322095956,0.325312837,0.040530094,0.098207492,0.079177411,660,0.000964264,-0.03956583,0
3742,3742,11.7,197.52495,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,23.62,Cornell_Pos_Blank1,197.52495:219199 198.5283:0 199.53166:0,,189.03479_@_2.132,3.563740884,4.18785824,3.641702845,3.714041055,4.383965592,6.052200212,4.232350291,3.726888325,4.283840828,4.154334647,3.508056815,3.574921058,4.181449338,5.380332196,4.333670833,4.45389174,3.476434172,4.268306102,4.564687974,3.205694148,3.87008944,4.03809973,3.428270955,2.570621681,4.535682631,2.944698894,4.012707945,4.346872213,3.425771853,3.67875082,3.427923857,3.421984808,4.219508676,4.1262202,4.017103109,4.043138953,3.128587478,3.728041797,3.485655929,2.501231903,-0.444166678,4.184691595,-0.325129147,0.040650088,0.209574149,0.16896408,661,0.000965725,-0.039684363,0
14649,14649,6.712,423.17761,"w/o MS2:3-[(7S,8S)-5-hydroxy-2,2,7,8-tetramethyl-6-oxo-7,8-dihydropyrano[3,2-g]chromen-10-yl]-3-phenylpropanoic acid",[M+H]+,,0.135,FALSE,5.936,423.17709,C25H26O6,Pyranochromenes,CEJSYHIZUAMEQV-CBVZESEGSA-N,O=C(O)CC(C=1C=CC=CC1)C2=C3OC(C)C(C(=O)C3=C(O)C=4C=CC(OC42)(C)C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.6,100,,,,9.08,Cornell_Pos_S-36,423.17761:2400388 424.18096:492417 425.18432:487033,,415.31848_@_13.366,6.347868163,6.202907589,6.6621626,6.793195512,7.280470704,7.200577828,6.094832354,7.000634244,6.00277845,6.373139928,6.964356151,6.800003158,7.055574736,7.155593493,7.239563682,7.100706289,6.906133097,6.321033364,7.231201431,6.1807875,6.23870882,6.027403934,6.656743117,7.520737148,6.149323306,4.600941133,4.756523328,5.126613471,5.963566596,5.939063055,6.058593045,5.960482108,6.241877493,5.159332989,6.43855919,4.891196767,7.02976174,6.271431926,6.601989421,7.119502653,-0.489125262,6.709578208,-0.32507394,0.040686208,0.230831086,0.186101971,662,0.000967186,-0.039719022,0
27252,27252,8.919,697.48401,Unknown,[M+H]+,,0.247,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.83,Cornell_Pos_S-50,697.48401:569826 698.48736:253233 699.49072:0,,688.05475_@_2.035,3.544129748,2.981031882,4.8781765,5.854506441,4.801273571,5.867554982,4.75058562,3.476023263,3.514633158,4.886448759,3.135799743,4.337988867,5.007635885,5.291880489,4.900592888,5.056400983,5.500162999,5.843794614,5.473508451,4.701687092,3.87237379,5.391848334,3.870051588,5.916734969,4.847910974,5.410151932,4.665196552,4.264812067,4.959531666,4.643728422,4.505304458,3.61270628,5.989847123,4.79728939,4.694218914,5.911822512,4.815382106,5.03115741,5.575486818,5.651005569,0.544281646,4.451976351,0.324921101,0.04078634,0.256995932,0.207196745,663,0.000968647,-0.039817694,0
11155,11155,1.72,356.96503,Unknown,[M+H]+,,0.157,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.55,Cornell_Pos_S-15,356.96503:620294 357.96838:0 358.97174:0,,349.94513_@_12.301,3.220341673,3.800950925,3.267050446,3.494269486,3.525826307,3.650814538,3.610793465,3.58388379,3.363420045,3.312745967,3.544093292,3.161903222,2.789163862,3.038184239,3.693660444,3.706555513,3.681886414,3.814980159,3.685659348,3.78104512,3.566156907,3.737432387,3.690227234,3.889474333,3.634096801,3.735203801,3.657183377,3.493384461,3.679121183,3.177047162,3.738305786,3.707816067,3.130119956,3.838010085,2.821625906,3.660526757,3.837754155,2.915349943,3.30752878,3.45919985,0.195333666,3.383102947,0.324819912,0.040852745,0.092263706,0.074385378,664,0.000970108,-0.039882637,0
21504,21504,6.279,559.30975,Unknown,[M+H]+,,0.258,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.29,Cornell_Pos_S-14,559.30975:1657691 560.3131:340531 561.31646:0,,550.34595_@_10.413,3.423809132,3.88878763,4.161506343,4.175480638,4.385358773,2.927206864,4.187892302,3.747249459,3.358794268,4.060342489,3.966320833,3.758218034,3.384447062,3.390271462,4.190847983,4.023504602,4.144343785,4.170614853,6.355807021,3.932870476,3.758083918,5.067179624,4.360554422,4.8094975,4.364662428,3.407333451,4.450370281,4.285185203,4.06437853,4.718846174,3.381645948,3.438018445,3.98157388,4.523970808,3.579569587,3.785039537,4.013569082,3.635612619,3.574570089,4.373481076,0.396340717,3.772548949,0.324788956,0.040873077,0.18722712,0.15094733,665,0.000971569,-0.039901508,0
15642,15642,17.303,442.31674,Unknown,[M+H]+,ion correlated with 13319; ion correlated with 12188; ion correlated with 17450; ion correlated with 16762; ion correlated with 19857; ion correlated with 19856,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,105.04,Cornell_Pos_S-46_R,442.31674:2310783 443.32009:0 444.32345:16176526,,434.31537_@_14.876,3.723935734,3.355580106,3.789312234,3.354704294,3.521663584,2.9350961,3.42667223,3.24792988,3.742732483,3.730558279,3.448362889,3.625357459,3.853117218,3.632024924,2.974230313,3.872467175,2.133516949,2.920795534,3.26977695,3.760146144,3.443056058,3.594462123,2.828376601,3.952642091,3.472555082,2.752709409,3.398330175,3.070555257,3.046270863,2.654413679,3.010785908,3.520579477,3.508913192,3.546993661,3.681951262,3.006782935,2.989084543,3.716139397,3.43312382,3.328483222,-0.262756174,3.527646244,-0.324706286,0.040927416,0.124158537,0.100099813,666,0.00097303,-0.039954386,0
10357,10357,11.018,342.21283,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.54,Cornell_Pos_S-06,342.21283:535536 343.21618:0 344.21954:0,,335.22241_@_8.026,6.861688794,7.270425165,7.28230467,7.440809208,7.548137419,7.518749339,6.407576571,6.73504843,6.941146417,6.428866414,6.948371839,6.532279686,7.360016516,7.242594016,6.752707836,7.674772934,6.377835631,6.833172024,7.502187053,6.801773948,6.477082057,5.813344555,6.837175598,6.881942732,6.697200855,5.924749803,6.750758966,6.983608839,7.074058885,6.881342856,6.492371382,6.384361749,6.768935179,6.860757331,6.682245228,6.930089003,6.92187649,7.134390736,6.476811591,6.807713468,-0.278413853,7.037001035,-0.32465415,0.040961715,0.131580779,0.106083816,667,0.000974491,-0.039987224,0
25848,25848,1.776,663.23376,Unknown,[M+H]+,,0.36,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,25.19,Cornell_Pos_S-22,663.23376:1936210 664.23711:375188 665.24047:0,,652.99811_@_13.305,5.578625271,4.781407677,6.344575065,4.852831614,5.638710036,4.756682478,5.418353164,4.884245672,5.266518308,5.132822215,4.633876862,4.56493327,5.219945356,5.078094633,5.395150138,5.176574631,5.735647529,6.323096272,5.554254256,5.073302593,5.052277013,5.01495588,5.472333212,5.466989605,5.424497981,5.283168145,5.338475671,5.439638768,5.412559982,6.122606503,5.309032487,5.743523152,5.665280312,6.693113926,4.864874627,5.108073549,5.421364779,5.370061474,5.093658688,5.384452012,0.305503633,5.153687259,0.324543156,0.041034813,0.144438838,0.116450314,668,0.000975952,-0.040058862,0
12383,12383,1.716,381.04977,Unknown,[M+NH4]+,adduct linked to 11523_[M+H]+,0.135,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,32.73,Cornell_Pos_S-03,381.04977:1169541 382.05312:664339 383.05648:379577,,373.19788_@_6.332,3.475809476,2.774366451,3.744106205,2.231167009,2.977624238,3.166468006,3.69037924,3.613134034,3.509644598,3.524282933,2.999949499,3.719411071,3.678169241,3.378296358,3.488193073,3.931675302,3.937065494,3.517165862,3.586320761,3.562869081,3.28193856,3.369763194,3.196984094,3.303506212,3.689554222,3.689717874,3.613932586,3.272984395,3.449165308,4.192764644,3.517265377,3.495050882,3.495954742,3.611744967,3.741508952,3.446996423,4.309589832,3.539404161,2.886442248,3.61661146,0.246882853,3.320200597,0.323976497,0.041409657,0.116951732,0.094289501,669,0.000977413,-0.040432244,0
11802,11802,11.939,369.2482,Unknown,[M+H]+,,0.247,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.73,Cornell_Pos_S-05_R,369.2482:3265523 370.25155:158058 371.25491:0,,361.98627_@_17.945,6.118556525,6.222785344,6.303591094,6.235168814,6.365352116,6.233059772,6.386190111,6.475842036,6.210186871,6.21000347,6.141390981,6.213917351,6.256198701,6.263826418,6.443816663,6.354501954,6.260284102,6.153217086,6.311571832,6.448847641,6.427362752,6.084843204,6.230470614,6.70553898,6.099433673,6.200491342,6.355711723,6.21243544,6.35130638,6.551103024,6.184317633,6.427639967,6.507762208,6.314609253,6.382173676,6.502665489,6.330046233,6.396514508,6.493515685,6.418772558,0.092163574,6.259719257,0.323880983,0.041473113,0.043673511,0.03521071,670,0.000978874,-0.040494239,0
34083,34083,10.626,1029.45251,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.37,Cornell_Pos_S-08,1029.45251:48028 1030.45586:0 1031.45922:0,,985.2381_@_18.964,3.625754814,4.005595978,3.721409691,3.454885645,3.415774589,3.447598076,3.619313213,3.515630929,3.672916024,3.779780657,4.027660338,3.859761494,4.146686633,3.220684061,4.025561838,3.563016093,3.450701064,3.240514993,3.675564811,3.353229358,3.836143173,3.478015814,3.385516988,3.438828251,3.734689151,2.913868821,3.582984294,3.315732129,3.548585097,3.955561635,3.871289516,3.098151073,3.311076648,3.798352213,3.519316199,3.303524281,3.386082238,3.391886359,2.88394926,3.538227904,-0.194902711,3.679532296,-0.323750857,0.04155969,0.092399931,0.074495206,671,0.000980335,-0.040579355,0
15410,15410,17.479,437.37457,w/o MS2:gamma-sitosterol,[M+H]+,,0.393,FALSE,,437.37537,C29H50O,Stigmastanes and derivatives,KZJWDPNRJALLNS-VJSFXXLFSA-N,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,96.8,,,,,7.79,Cornell_Pos_S-46,437.37457:132342 438.37792:61940 439.38128:0,,430.15533_@_1.981,4.398715068,4.129954189,4.63010423,4.898061368,5.834633332,3.347826472,3.413114475,4.1749073,4.500717819,3.876702652,4.807668259,4.212654648,5.668781352,4.745594174,6.016903521,4.502976246,2.93788343,3.738614249,4.329958564,3.435329366,3.882126442,4.340837652,4.697980908,3.931992569,3.929934126,4.147305779,3.668282632,3.125887425,3.576185329,4.79905657,4.399773913,4.108022014,3.416454849,4.691411856,3.397347653,2.999513276,3.441748147,4.408472054,3.736257685,4.184999705,-0.480197075,4.474245381,-0.323742321,0.041565375,0.227659652,0.18354508,672,0.000981796,-0.040583579,0
26453,26453,2.065,679.1037,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,147.26,Cornell_Pos_S-09,679.1037:4107737 680.10705:794457 681.11041:0,,669.22534_@_1.979,3.095066284,3.661247932,4.661295433,3.406314757,3.703643216,3.812354045,3.997960006,3.343891905,3.836443328,3.342626933,3.347409609,3.117306767,3.426261417,4.273476139,3.008721635,4.950145274,4.433457388,4.572327369,4.830240253,2.798437554,3.789529332,4.201381106,4.695813035,4.753122591,3.806767257,4.580882324,4.470099144,4.154183975,5.222737689,4.57754163,4.108885112,3.221973015,3.649925981,4.297923143,2.258175129,3.868101824,4.729594046,3.229494205,3.651445918,4.721116537,0.45464443,3.644664126,0.323557168,0.04168883,0.215683018,0.173889209,673,0.000983257,-0.040705573,0
33920,33920,18.09,1007.9566,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.26,Cornell_Pos_S-21,1007.9566:57023 1008.95995:0 1009.96331:0,,972.72968_@_1.989,3.654028508,4.246538675,4.719670878,4.752845277,5.506942143,4.301294009,3.648028367,4.149813015,4.209205634,3.274723301,3.341721262,3.204675593,4.415750261,4.432305318,4.63235718,4.632172876,4.337976728,3.259616874,4.47490996,3.168852353,3.270611307,4.356369763,3.638362084,3.142393624,2.60696928,3.588325468,3.608349042,3.531552291,3.268118336,4.520106792,3.636282929,3.660053997,3.651113295,4.362146493,3.241778548,3.443045008,3.577234468,3.413857425,3.215380519,4.437427002,-0.414398372,4.132681589,-0.323536947,0.041702331,0.196604038,0.158507243,674,0.000984718,-0.040717613,0
26530,26530,1.948,680.13757,w/o MS2:Vatiamide D,[M+H]+,,0.191,FALSE,,680.14001,C31H45BrClNO7,Dihydropyranones,MUWOPMUWBVOVID-JEVJRZKCSA-N,Cl/C=C(CCCC#CBr)\CC[C@@H](C)/C=C/CCC(NC[C@]1(O)[C@H]([C@@H](C[C@H](C[C@@]2([H])OC(C=C(OC)C2)=O)O1)OC)C)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,73.3,,,,,14.65,Cornell_Pos_S-35,680.13757:503337 681.14092:0 682.14428:0,,671.32263_@_8.009,4.286842783,4.506296555,5.516874711,5.070898867,5.447197331,5.248739457,3.658293959,4.056885412,4.309226494,4.505180052,4.574285801,4.676587098,5.545737072,5.731532261,4.3097728,4.66055651,4.82085257,4.559274165,4.916421327,4.366183488,4.662771753,3.490479173,4.630677878,5.114386224,4.64498345,3.665623508,3.560064923,4.550207638,4.098916825,4.785000853,4.0845765,3.70547003,4.997160961,4.641576069,4.526770071,4.431339387,5.111792784,4.427207793,3.850441371,4.466208226,-0.369222517,4.795326989,-0.32351105,0.041719627,0.175186808,0.14124012,675,0.000986179,-0.040733448,0
31387,31387,2.09,826.20514,Unknown,[M+NH4]+,adduct linked to 31032_[M+H]+,0.213,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,25.68,Cornell_Pos_S-35,826.20514:1342056 827.20849:684418 828.21185:0,,808.03467_@_2.006,3.167752358,2.632609267,4.270982425,3.255616096,4.177958089,3.927053358,3.582612161,3.164663407,3.124221953,5.021895853,3.716118828,3.572888939,4.984677427,2.950738311,4.384968006,3.438290743,2.859351943,4.283393509,3.74785548,4.517222718,3.378878472,3.647293163,3.785828386,3.985770967,5.75694296,4.91345863,4.283503992,4.305821731,5.32073995,4.321898092,2.474367635,3.532607714,3.83671199,4.383726121,4.942139987,5.724701066,3.819632592,4.445224388,5.784253071,4.324046138,0.556281077,3.682127748,0.323281587,0.041873133,0.26415063,0.212965046,676,0.00098764,-0.040885493,0
